Financial_Year,Tax_Gap_Billion,Source_Publication_Year,Tax_Type
2018-19,2.2,2022,VAT Detail - VAT gap of which non-payment (Breakdown 1)
2018-19,1.6,2023,VAT Detail - VAT gap of which non-payment (Breakdown 1)
2018-19,1.6,2025,VAT Detail - VAT gap of which non-payment (Breakdown 1)
2019-20,2.9,2022,VAT Detail - VAT gap of which non-payment (Breakdown 1)
2019-20,2.2,2023,VAT Detail - VAT gap of which non-payment (Breakdown 1)
2019-20,2.2,2025,VAT Detail - VAT gap of which non-payment (Breakdown 1)
2020-21,3.7,2022,VAT Detail - VAT gap of which non-payment (Breakdown 1)
2020-21,2.4,2023,VAT Detail - VAT gap of which non-payment (Breakdown 1)
2020-21,2.4,2025,VAT Detail - VAT gap of which non-payment (Breakdown 1)
2021-22,2.3,2023,VAT Detail - VAT gap of which non-payment (Breakdown 1)
2021-22,2.6,2025,VAT Detail - VAT gap of which non-payment (Breakdown 1)
2022-23,3.6,2025,VAT Detail - VAT gap of which non-payment (Breakdown 1)
2023-24,2.5,2025,VAT Detail - VAT gap of which non-payment (Breakdown 1)
2005-06,72.9,2023,VAT Detail - VAT receipts (Breakdown 1)
2005-06,72.9,2025,VAT Detail - VAT receipts (Breakdown 1)
2006-07,77.4,2023,VAT Detail - VAT receipts (Breakdown 1)
2006-07,77.4,2025,VAT Detail - VAT receipts (Breakdown 1)
2007-08,80.6,2023,VAT Detail - VAT receipts (Breakdown 1)
2007-08,80.6,2025,VAT Detail - VAT receipts (Breakdown 1)
2008-09,78.8,2023,VAT Detail - VAT receipts (Breakdown 1)
2008-09,78.8,2025,VAT Detail - VAT receipts (Breakdown 1)
2009-10,70.1,2023,VAT Detail - VAT receipts (Breakdown 1)
2009-10,70.1,2025,VAT Detail - VAT receipts (Breakdown 1)
2010-11,83.5,2023,VAT Detail - VAT receipts (Breakdown 1)
2010-11,83.5,2025,VAT Detail - VAT receipts (Breakdown 1)
2011-12,98.3,2023,VAT Detail - VAT receipts (Breakdown 1)
2011-12,98.3,2025,VAT Detail - VAT receipts (Breakdown 1)
2012-13,100.6,2023,VAT Detail - VAT receipts (Breakdown 1)
2012-13,100.6,2025,VAT Detail - VAT receipts (Breakdown 1)
2013-14,104.8,2023,VAT Detail - VAT receipts (Breakdown 1)
2013-14,104.8,2025,VAT Detail - VAT receipts (Breakdown 1)
2014-15,111.4,2023,VAT Detail - VAT receipts (Breakdown 1)
2014-15,111.4,2025,VAT Detail - VAT receipts (Breakdown 1)
2015-16,114.9,2023,VAT Detail - VAT receipts (Breakdown 1)
2015-16,114.9,2025,VAT Detail - VAT receipts (Breakdown 1)
2016-17,119.8,2023,VAT Detail - VAT receipts (Breakdown 1)
2016-17,119.8,2025,VAT Detail - VAT receipts (Breakdown 1)
2017-18,126.5,2023,VAT Detail - VAT receipts (Breakdown 1)
2017-18,126.5,2025,VAT Detail - VAT receipts (Breakdown 1)
2018-19,132.5,2023,VAT Detail - VAT receipts (Breakdown 1)
2018-19,132.5,2025,VAT Detail - VAT receipts (Breakdown 1)
2019-20,129.8,2023,VAT Detail - VAT receipts (Breakdown 1)
2019-20,129.8,2025,VAT Detail - VAT receipts (Breakdown 1)
2020-21,101.6,2023,VAT Detail - VAT receipts (Breakdown 1)
2020-21,101.6,2025,VAT Detail - VAT receipts (Breakdown 1)
2021-22,157.5,2023,VAT Detail - VAT receipts (Breakdown 1)
2021-22,157.5,2025,VAT Detail - VAT receipts (Breakdown 1)
2022-23,158.0,2025,VAT Detail - VAT receipts (Breakdown 1)
2023-24,168.3,2025,VAT Detail - VAT receipts (Breakdown 1)
2005-06,72.9,2023,VAT Detail - VAT receipts (with adjustment for VAT payments deferral) (Breakdown 1)
2005-06,72.9,2025,VAT Detail - VAT receipts (with adjustment for VAT payments deferral) (Breakdown 1)
2006-07,77.4,2023,VAT Detail - VAT receipts (with adjustment for VAT payments deferral) (Breakdown 1)
2006-07,77.4,2025,VAT Detail - VAT receipts (with adjustment for VAT payments deferral) (Breakdown 1)
2007-08,80.6,2023,VAT Detail - VAT receipts (with adjustment for VAT payments deferral) (Breakdown 1)
2007-08,80.6,2025,VAT Detail - VAT receipts (with adjustment for VAT payments deferral) (Breakdown 1)
2008-09,78.8,2023,VAT Detail - VAT receipts (with adjustment for VAT payments deferral) (Breakdown 1)
2008-09,78.8,2025,VAT Detail - VAT receipts (with adjustment for VAT payments deferral) (Breakdown 1)
2009-10,70.1,2023,VAT Detail - VAT receipts (with adjustment for VAT payments deferral) (Breakdown 1)
2009-10,70.1,2025,VAT Detail - VAT receipts (with adjustment for VAT payments deferral) (Breakdown 1)
2010-11,83.5,2023,VAT Detail - VAT receipts (with adjustment for VAT payments deferral) (Breakdown 1)
2010-11,83.5,2025,VAT Detail - VAT receipts (with adjustment for VAT payments deferral) (Breakdown 1)
2011-12,98.3,2023,VAT Detail - VAT receipts (with adjustment for VAT payments deferral) (Breakdown 1)
2011-12,98.3,2025,VAT Detail - VAT receipts (with adjustment for VAT payments deferral) (Breakdown 1)
2012-13,100.6,2023,VAT Detail - VAT receipts (with adjustment for VAT payments deferral) (Breakdown 1)
2012-13,100.6,2025,VAT Detail - VAT receipts (with adjustment for VAT payments deferral) (Breakdown 1)
2013-14,104.8,2023,VAT Detail - VAT receipts (with adjustment for VAT payments deferral) (Breakdown 1)
2013-14,104.8,2025,VAT Detail - VAT receipts (with adjustment for VAT payments deferral) (Breakdown 1)
2014-15,111.4,2023,VAT Detail - VAT receipts (with adjustment for VAT payments deferral) (Breakdown 1)
2014-15,111.4,2025,VAT Detail - VAT receipts (with adjustment for VAT payments deferral) (Breakdown 1)
2015-16,114.9,2023,VAT Detail - VAT receipts (with adjustment for VAT payments deferral) (Breakdown 1)
2015-16,114.9,2025,VAT Detail - VAT receipts (with adjustment for VAT payments deferral) (Breakdown 1)
2016-17,119.8,2023,VAT Detail - VAT receipts (with adjustment for VAT payments deferral) (Breakdown 1)
2016-17,119.8,2025,VAT Detail - VAT receipts (with adjustment for VAT payments deferral) (Breakdown 1)
2017-18,126.5,2023,VAT Detail - VAT receipts (with adjustment for VAT payments deferral) (Breakdown 1)
2017-18,126.5,2025,VAT Detail - VAT receipts (with adjustment for VAT payments deferral) (Breakdown 1)
2018-19,132.5,2023,VAT Detail - VAT receipts (with adjustment for VAT payments deferral) (Breakdown 1)
2018-19,132.5,2025,VAT Detail - VAT receipts (with adjustment for VAT payments deferral) (Breakdown 1)
2019-20,134.8,2023,VAT Detail - VAT receipts (with adjustment for VAT payments deferral) (Breakdown 1)
2019-20,134.8,2025,VAT Detail - VAT receipts (with adjustment for VAT payments deferral) (Breakdown 1)
2020-21,120.6,2023,VAT Detail - VAT receipts (with adjustment for VAT payments deferral) (Breakdown 1)
2020-21,120.6,2025,VAT Detail - VAT receipts (with adjustment for VAT payments deferral) (Breakdown 1)
2021-22,134.2,2023,VAT Detail - VAT receipts (with adjustment for VAT payments deferral) (Breakdown 1)
2021-22,134.8,2025,VAT Detail - VAT receipts (with adjustment for VAT payments deferral) (Breakdown 1)
2022-23,156.4,2025,VAT Detail - VAT receipts (with adjustment for VAT payments deferral) (Breakdown 1)
2023-24,167.6,2025,VAT Detail - VAT receipts (with adjustment for VAT payments deferral) (Breakdown 1)
