Financial_Year,Tax_Gap_Billion,Source_Publication_Year,Tax_Type
2008-09,1.0,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 3)"
2008-09,1.0,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 3)"
2009-10,1.2,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 3)"
2009-10,1.2,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 3)"
2010-11,1.4,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 3)"
2010-11,1.4,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 3)"
2011-12,1.3,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 3)"
2011-12,1.3,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 3)"
2012-13,1.4,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 3)"
2012-13,1.4,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 3)"
2013-14,1.1,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 3)"
2013-14,1.1,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 3)"
2014-15,0.9,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 3)"
2014-15,0.9,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 3)"
2015-16,0.8,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 3)"
2015-16,0.8,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 3)"
2016-17,0.6,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 3)"
2016-17,0.7,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 3)"
2017-18,0.8,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 3)"
2017-18,0.7,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 3)"
2018-19,0.5,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 3)"
2018-19,0.6,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 3)"
2019-20,0.4,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 3)"
2019-20,0.5,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 3)"
2020-21,0.4,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 3)"
2020-21,0.5,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 3)"
2021-22,0.5,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 3)"
2005-06,1.3,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 4)"
2005-06,1.3,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 4)"
2006-07,1.4,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 4)"
2006-07,1.3,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 4)"
2007-08,1.4,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 4)"
2007-08,1.3,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 4)"
2008-09,1.4,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 4)"
2008-09,1.3,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 4)"
2009-10,1.4,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 4)"
2009-10,1.3,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 4)"
2010-11,1.5,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 4)"
2010-11,1.3,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 4)"
2011-12,1.5,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 4)"
2011-12,1.4,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 4)"
2012-13,1.5,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 4)"
2012-13,1.4,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 4)"
2013-14,1.6,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 4)"
2013-14,1.4,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 4)"
2014-15,1.7,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 4)"
2014-15,1.5,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 4)"
2015-16,1.7,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 4)"
2015-16,1.5,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 4)"
2016-17,1.8,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 4)"
2016-17,1.5,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 4)"
2017-18,1.9,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 4)"
2017-18,1.4,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 4)"
2018-19,1.9,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 4)"
2018-19,1.4,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 4)"
2019-20,2.0,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 4)"
2019-20,1.3,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 4)"
2020-21,2.0,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 4)"
2020-21,1.3,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 4)"
2021-22,1.4,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 4)"
2005-06,10.5,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 5)"
2005-06,10.6,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 5)"
2006-07,10.7,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 5)"
2006-07,10.7,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 5)"
2007-08,11.4,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 5)"
2007-08,11.4,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 5)"
2008-09,9.9,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 5)"
2008-09,9.8,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 5)"
2009-10,10.5,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 5)"
2009-10,10.4,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 5)"
2010-11,12.2,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 5)"
2010-11,12.4,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 5)"
2011-12,11.9,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 5)"
2011-12,11.7,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 5)"
2012-13,13.4,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 5)"
2012-13,13.3,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 5)"
2013-14,15.0,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 5)"
2013-14,14.8,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 5)"
2014-15,15.3,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 5)"
2014-15,15.2,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 5)"
2015-16,12.6,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 5)"
2015-16,12.4,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 5)"
2016-17,11.5,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 5)"
2016-17,11.3,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 5)"
2017-18,11.4,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 5)"
2017-18,10.6,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 5)"
2018-19,11.9,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 5)"
2018-19,12.2,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 5)"
2019-20,11.4,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 5)"
2019-20,10.3,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 5)"
2020-21,12.7,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 5)"
2020-21,10.5,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 5)"
2021-22,12.7,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 5)"
2005-06,0.3,2022,Macro Tax Summary - Other taxes (Breakdown 1)
2005-06,0.3,2023,Macro Tax Summary - Other taxes (Breakdown 1)
2005-06,0.3,2025,Macro Tax Summary - Other taxes (Breakdown 1)
2006-07,0.4,2022,Macro Tax Summary - Other taxes (Breakdown 1)
2006-07,0.4,2023,Macro Tax Summary - Other taxes (Breakdown 1)
2006-07,0.4,2025,Macro Tax Summary - Other taxes (Breakdown 1)
2007-08,0.4,2022,Macro Tax Summary - Other taxes (Breakdown 1)
2007-08,0.4,2023,Macro Tax Summary - Other taxes (Breakdown 1)
2007-08,0.4,2025,Macro Tax Summary - Other taxes (Breakdown 1)
2008-09,0.2,2022,Macro Tax Summary - Other taxes (Breakdown 1)
2008-09,0.2,2023,Macro Tax Summary - Other taxes (Breakdown 1)
2008-09,0.2,2025,Macro Tax Summary - Other taxes (Breakdown 1)
2009-10,0.2,2022,Macro Tax Summary - Other taxes (Breakdown 1)
2009-10,0.2,2023,Macro Tax Summary - Other taxes (Breakdown 1)
2009-10,0.2,2025,Macro Tax Summary - Other taxes (Breakdown 1)
2010-11,0.2,2022,Macro Tax Summary - Other taxes (Breakdown 1)
2010-11,0.2,2023,Macro Tax Summary - Other taxes (Breakdown 1)
2010-11,0.2,2025,Macro Tax Summary - Other taxes (Breakdown 1)
2011-12,0.2,2022,Macro Tax Summary - Other taxes (Breakdown 1)
2011-12,0.2,2023,Macro Tax Summary - Other taxes (Breakdown 1)
2011-12,0.2,2025,Macro Tax Summary - Other taxes (Breakdown 1)
2012-13,0.2,2022,Macro Tax Summary - Other taxes (Breakdown 1)
2012-13,0.2,2023,Macro Tax Summary - Other taxes (Breakdown 1)
2012-13,0.2,2025,Macro Tax Summary - Other taxes (Breakdown 1)
2013-14,0.2,2022,Macro Tax Summary - Other taxes (Breakdown 1)
2013-14,0.2,2023,Macro Tax Summary - Other taxes (Breakdown 1)
2013-14,0.2,2025,Macro Tax Summary - Other taxes (Breakdown 1)
2014-15,0.2,2022,Macro Tax Summary - Other taxes (Breakdown 1)
2014-15,0.2,2023,Macro Tax Summary - Other taxes (Breakdown 1)
2014-15,0.2,2025,Macro Tax Summary - Other taxes (Breakdown 1)
2015-16,0.2,2022,Macro Tax Summary - Other taxes (Breakdown 1)
2015-16,0.2,2023,Macro Tax Summary - Other taxes (Breakdown 1)
2015-16,0.2,2025,Macro Tax Summary - Other taxes (Breakdown 1)
2016-17,0.2,2022,Macro Tax Summary - Other taxes (Breakdown 1)
2016-17,0.2,2023,Macro Tax Summary - Other taxes (Breakdown 1)
2016-17,0.2,2025,Macro Tax Summary - Other taxes (Breakdown 1)
2017-18,0.2,2022,Macro Tax Summary - Other taxes (Breakdown 1)
2017-18,0.2,2023,Macro Tax Summary - Other taxes (Breakdown 1)
2017-18,0.2,2025,Macro Tax Summary - Other taxes (Breakdown 1)
2018-19,0.2,2022,Macro Tax Summary - Other taxes (Breakdown 1)
2018-19,0.2,2023,Macro Tax Summary - Other taxes (Breakdown 1)
2018-19,0.3,2025,Macro Tax Summary - Other taxes (Breakdown 1)
2019-20,0.3,2022,Macro Tax Summary - Other taxes (Breakdown 1)
2019-20,0.3,2023,Macro Tax Summary - Other taxes (Breakdown 1)
2019-20,0.4,2025,Macro Tax Summary - Other taxes (Breakdown 1)
2020-21,0.2,2022,Macro Tax Summary - Other taxes (Breakdown 1)
2020-21,0.2,2023,Macro Tax Summary - Other taxes (Breakdown 1)
2020-21,0.3,2025,Macro Tax Summary - Other taxes (Breakdown 1)
2021-22,0.3,2023,Macro Tax Summary - Other taxes (Breakdown 1)
2021-22,0.3,2025,Macro Tax Summary - Other taxes (Breakdown 1)
2022-23,0.4,2025,Macro Tax Summary - Other taxes (Breakdown 1)
2023-24,0.3,2025,Macro Tax Summary - Other taxes (Breakdown 1)
2005-06,0.1,2022,Macro Tax Summary - Other taxes (Breakdown 2)
2005-06,0.1,2023,Macro Tax Summary - Other taxes (Breakdown 2)
2005-06,0.1,2025,Macro Tax Summary - Other taxes (Breakdown 2)
2006-07,0.1,2022,Macro Tax Summary - Other taxes (Breakdown 2)
2006-07,0.1,2023,Macro Tax Summary - Other taxes (Breakdown 2)
2006-07,0.1,2025,Macro Tax Summary - Other taxes (Breakdown 2)
2007-08,0.2,2022,Macro Tax Summary - Other taxes (Breakdown 2)
2007-08,0.2,2023,Macro Tax Summary - Other taxes (Breakdown 2)
2007-08,0.2,2025,Macro Tax Summary - Other taxes (Breakdown 2)
2008-09,0.2,2022,Macro Tax Summary - Other taxes (Breakdown 2)
2008-09,0.2,2023,Macro Tax Summary - Other taxes (Breakdown 2)
2008-09,0.2,2025,Macro Tax Summary - Other taxes (Breakdown 2)
2009-10,0.2,2022,Macro Tax Summary - Other taxes (Breakdown 2)
2009-10,0.2,2023,Macro Tax Summary - Other taxes (Breakdown 2)
2009-10,0.2,2025,Macro Tax Summary - Other taxes (Breakdown 2)
2010-11,0.2,2022,Macro Tax Summary - Other taxes (Breakdown 2)
2010-11,0.2,2023,Macro Tax Summary - Other taxes (Breakdown 2)
2010-11,0.2,2025,Macro Tax Summary - Other taxes (Breakdown 2)
2011-12,0.2,2022,Macro Tax Summary - Other taxes (Breakdown 2)
2011-12,0.2,2023,Macro Tax Summary - Other taxes (Breakdown 2)
2011-12,0.2,2025,Macro Tax Summary - Other taxes (Breakdown 2)
2012-13,0.3,2022,Macro Tax Summary - Other taxes (Breakdown 2)
2012-13,0.3,2023,Macro Tax Summary - Other taxes (Breakdown 2)
2012-13,0.3,2025,Macro Tax Summary - Other taxes (Breakdown 2)
2013-14,0.3,2022,Macro Tax Summary - Other taxes (Breakdown 2)
2013-14,0.3,2023,Macro Tax Summary - Other taxes (Breakdown 2)
2013-14,0.3,2025,Macro Tax Summary - Other taxes (Breakdown 2)
2014-15,0.3,2022,Macro Tax Summary - Other taxes (Breakdown 2)
2014-15,0.3,2023,Macro Tax Summary - Other taxes (Breakdown 2)
2014-15,0.3,2025,Macro Tax Summary - Other taxes (Breakdown 2)
2015-16,0.3,2022,Macro Tax Summary - Other taxes (Breakdown 2)
2015-16,0.3,2023,Macro Tax Summary - Other taxes (Breakdown 2)
2015-16,0.3,2025,Macro Tax Summary - Other taxes (Breakdown 2)
2016-17,0.3,2022,Macro Tax Summary - Other taxes (Breakdown 2)
2016-17,0.3,2023,Macro Tax Summary - Other taxes (Breakdown 2)
2016-17,0.3,2025,Macro Tax Summary - Other taxes (Breakdown 2)
2017-18,0.4,2022,Macro Tax Summary - Other taxes (Breakdown 2)
2017-18,0.4,2023,Macro Tax Summary - Other taxes (Breakdown 2)
2017-18,0.4,2025,Macro Tax Summary - Other taxes (Breakdown 2)
2018-19,0.4,2022,Macro Tax Summary - Other taxes (Breakdown 2)
2018-19,0.4,2023,Macro Tax Summary - Other taxes (Breakdown 2)
2018-19,0.4,2025,Macro Tax Summary - Other taxes (Breakdown 2)
2019-20,0.4,2022,Macro Tax Summary - Other taxes (Breakdown 2)
2019-20,0.3,2023,Macro Tax Summary - Other taxes (Breakdown 2)
2019-20,0.4,2025,Macro Tax Summary - Other taxes (Breakdown 2)
2020-21,0.4,2022,Macro Tax Summary - Other taxes (Breakdown 2)
2020-21,0.4,2023,Macro Tax Summary - Other taxes (Breakdown 2)
2020-21,0.2,2025,Macro Tax Summary - Other taxes (Breakdown 2)
2021-22,0.3,2023,Macro Tax Summary - Other taxes (Breakdown 2)
2021-22,0.4,2025,Macro Tax Summary - Other taxes (Breakdown 2)
2022-23,0.2,2025,Macro Tax Summary - Other taxes (Breakdown 2)
2023-24,0.3,2025,Macro Tax Summary - Other taxes (Breakdown 2)
2009-10,0.1,2022,Macro Tax Summary - Other taxes (Breakdown 3)
2009-10,0.1,2023,Macro Tax Summary - Other taxes (Breakdown 3)
2010-11,0.1,2023,Macro Tax Summary - Other taxes (Breakdown 3)
2011-12,0.1,2022,Macro Tax Summary - Other taxes (Breakdown 3)
2011-12,0.1,2023,Macro Tax Summary - Other taxes (Breakdown 3)
2011-12,0.1,2025,Macro Tax Summary - Other taxes (Breakdown 3)
2012-13,0.1,2022,Macro Tax Summary - Other taxes (Breakdown 3)
2012-13,0.1,2023,Macro Tax Summary - Other taxes (Breakdown 3)
2012-13,0.1,2025,Macro Tax Summary - Other taxes (Breakdown 3)
2013-14,0.1,2022,Macro Tax Summary - Other taxes (Breakdown 3)
2013-14,0.1,2023,Macro Tax Summary - Other taxes (Breakdown 3)
2013-14,0.1,2025,Macro Tax Summary - Other taxes (Breakdown 3)
2014-15,0.1,2022,Macro Tax Summary - Other taxes (Breakdown 3)
2014-15,0.1,2023,Macro Tax Summary - Other taxes (Breakdown 3)
2014-15,0.1,2025,Macro Tax Summary - Other taxes (Breakdown 3)
2015-16,0.1,2022,Macro Tax Summary - Other taxes (Breakdown 3)
2015-16,0.1,2023,Macro Tax Summary - Other taxes (Breakdown 3)
2015-16,0.1,2025,Macro Tax Summary - Other taxes (Breakdown 3)
2016-17,0.1,2022,Macro Tax Summary - Other taxes (Breakdown 3)
2016-17,0.1,2023,Macro Tax Summary - Other taxes (Breakdown 3)
2016-17,0.1,2025,Macro Tax Summary - Other taxes (Breakdown 3)
2017-18,0.1,2022,Macro Tax Summary - Other taxes (Breakdown 3)
2017-18,0.1,2023,Macro Tax Summary - Other taxes (Breakdown 3)
2017-18,0.1,2025,Macro Tax Summary - Other taxes (Breakdown 3)
2018-19,0.3,2022,Macro Tax Summary - Other taxes (Breakdown 3)
2018-19,0.3,2023,Macro Tax Summary - Other taxes (Breakdown 3)
2018-19,0.3,2025,Macro Tax Summary - Other taxes (Breakdown 3)
2019-20,0.2,2022,Macro Tax Summary - Other taxes (Breakdown 3)
2019-20,0.2,2023,Macro Tax Summary - Other taxes (Breakdown 3)
2019-20,0.2,2025,Macro Tax Summary - Other taxes (Breakdown 3)
2020-21,0.1,2022,Macro Tax Summary - Other taxes (Breakdown 3)
2020-21,0.1,2023,Macro Tax Summary - Other taxes (Breakdown 3)
2020-21,0.1,2025,Macro Tax Summary - Other taxes (Breakdown 3)
2021-22,0.2,2023,Macro Tax Summary - Other taxes (Breakdown 3)
2021-22,0.2,2025,Macro Tax Summary - Other taxes (Breakdown 3)
2022-23,0.1,2025,Macro Tax Summary - Other taxes (Breakdown 3)
2023-24,0.1,2025,Macro Tax Summary - Other taxes (Breakdown 3)
2005-06,0.5,2022,Macro Tax Summary - Other taxes (Breakdown 4)
2005-06,0.5,2023,Macro Tax Summary - Other taxes (Breakdown 4)
2005-06,0.5,2025,Macro Tax Summary - Other taxes (Breakdown 4)
2006-07,0.5,2022,Macro Tax Summary - Other taxes (Breakdown 4)
2006-07,0.5,2023,Macro Tax Summary - Other taxes (Breakdown 4)
2006-07,0.5,2025,Macro Tax Summary - Other taxes (Breakdown 4)
2007-08,0.5,2022,Macro Tax Summary - Other taxes (Breakdown 4)
2007-08,0.5,2023,Macro Tax Summary - Other taxes (Breakdown 4)
2007-08,0.5,2025,Macro Tax Summary - Other taxes (Breakdown 4)
2008-09,0.6,2022,Macro Tax Summary - Other taxes (Breakdown 4)
2008-09,0.6,2023,Macro Tax Summary - Other taxes (Breakdown 4)
2008-09,0.6,2025,Macro Tax Summary - Other taxes (Breakdown 4)
2009-10,0.5,2022,Macro Tax Summary - Other taxes (Breakdown 4)
2009-10,0.5,2023,Macro Tax Summary - Other taxes (Breakdown 4)
2009-10,0.5,2025,Macro Tax Summary - Other taxes (Breakdown 4)
2010-11,0.6,2022,Macro Tax Summary - Other taxes (Breakdown 4)
2010-11,0.6,2023,Macro Tax Summary - Other taxes (Breakdown 4)
2010-11,0.6,2025,Macro Tax Summary - Other taxes (Breakdown 4)
2011-12,0.6,2022,Macro Tax Summary - Other taxes (Breakdown 4)
2011-12,0.6,2023,Macro Tax Summary - Other taxes (Breakdown 4)
2011-12,0.6,2025,Macro Tax Summary - Other taxes (Breakdown 4)
2012-13,0.7,2022,Macro Tax Summary - Other taxes (Breakdown 4)
2012-13,0.7,2023,Macro Tax Summary - Other taxes (Breakdown 4)
2012-13,0.7,2025,Macro Tax Summary - Other taxes (Breakdown 4)
2013-14,0.8,2022,Macro Tax Summary - Other taxes (Breakdown 4)
2013-14,0.8,2023,Macro Tax Summary - Other taxes (Breakdown 4)
2013-14,0.8,2025,Macro Tax Summary - Other taxes (Breakdown 4)
2014-15,0.8,2022,Macro Tax Summary - Other taxes (Breakdown 4)
2014-15,0.8,2023,Macro Tax Summary - Other taxes (Breakdown 4)
2014-15,0.7,2025,Macro Tax Summary - Other taxes (Breakdown 4)
2015-16,0.7,2022,Macro Tax Summary - Other taxes (Breakdown 4)
2015-16,0.7,2023,Macro Tax Summary - Other taxes (Breakdown 4)
2015-16,0.7,2025,Macro Tax Summary - Other taxes (Breakdown 4)
2016-17,0.8,2022,Macro Tax Summary - Other taxes (Breakdown 4)
2016-17,0.8,2023,Macro Tax Summary - Other taxes (Breakdown 4)
2016-17,0.8,2025,Macro Tax Summary - Other taxes (Breakdown 4)
2017-18,0.8,2022,Macro Tax Summary - Other taxes (Breakdown 4)
2017-18,0.8,2023,Macro Tax Summary - Other taxes (Breakdown 4)
2017-18,0.8,2025,Macro Tax Summary - Other taxes (Breakdown 4)
2018-19,0.8,2022,Macro Tax Summary - Other taxes (Breakdown 4)
2018-19,0.8,2023,Macro Tax Summary - Other taxes (Breakdown 4)
2018-19,0.8,2025,Macro Tax Summary - Other taxes (Breakdown 4)
2019-20,0.9,2022,Macro Tax Summary - Other taxes (Breakdown 4)
2019-20,0.9,2023,Macro Tax Summary - Other taxes (Breakdown 4)
2019-20,1.0,2025,Macro Tax Summary - Other taxes (Breakdown 4)
2020-21,0.7,2022,Macro Tax Summary - Other taxes (Breakdown 4)
2020-21,0.6,2023,Macro Tax Summary - Other taxes (Breakdown 4)
2020-21,0.7,2025,Macro Tax Summary - Other taxes (Breakdown 4)
2021-22,0.8,2023,Macro Tax Summary - Other taxes (Breakdown 4)
2021-22,0.9,2025,Macro Tax Summary - Other taxes (Breakdown 4)
2022-23,1.2,2025,Macro Tax Summary - Other taxes (Breakdown 4)
2023-24,1.1,2025,Macro Tax Summary - Other taxes (Breakdown 4)
2005-06,1.0,2022,Macro Tax Summary - Other taxes (Breakdown 5)
2005-06,1.0,2023,Macro Tax Summary - Other taxes (Breakdown 5)
2005-06,1.0,2025,Macro Tax Summary - Other taxes (Breakdown 5)
2006-07,1.0,2022,Macro Tax Summary - Other taxes (Breakdown 5)
2006-07,1.0,2023,Macro Tax Summary - Other taxes (Breakdown 5)
2006-07,1.0,2025,Macro Tax Summary - Other taxes (Breakdown 5)
2007-08,1.1,2022,Macro Tax Summary - Other taxes (Breakdown 5)
2007-08,1.1,2023,Macro Tax Summary - Other taxes (Breakdown 5)
2007-08,1.1,2025,Macro Tax Summary - Other taxes (Breakdown 5)
2008-09,1.0,2022,Macro Tax Summary - Other taxes (Breakdown 5)
2008-09,1.0,2023,Macro Tax Summary - Other taxes (Breakdown 5)
2008-09,1.0,2025,Macro Tax Summary - Other taxes (Breakdown 5)
2009-10,1.0,2022,Macro Tax Summary - Other taxes (Breakdown 5)
2009-10,1.0,2023,Macro Tax Summary - Other taxes (Breakdown 5)
2009-10,1.0,2025,Macro Tax Summary - Other taxes (Breakdown 5)
2010-11,1.1,2022,Macro Tax Summary - Other taxes (Breakdown 5)
2010-11,1.1,2023,Macro Tax Summary - Other taxes (Breakdown 5)
2010-11,1.0,2025,Macro Tax Summary - Other taxes (Breakdown 5)
2011-12,1.2,2022,Macro Tax Summary - Other taxes (Breakdown 5)
2011-12,1.2,2023,Macro Tax Summary - Other taxes (Breakdown 5)
2011-12,1.2,2025,Macro Tax Summary - Other taxes (Breakdown 5)
2012-13,1.2,2022,Macro Tax Summary - Other taxes (Breakdown 5)
2012-13,1.2,2023,Macro Tax Summary - Other taxes (Breakdown 5)
2012-13,1.2,2025,Macro Tax Summary - Other taxes (Breakdown 5)
2013-14,1.4,2022,Macro Tax Summary - Other taxes (Breakdown 5)
2013-14,1.4,2023,Macro Tax Summary - Other taxes (Breakdown 5)
2013-14,1.3,2025,Macro Tax Summary - Other taxes (Breakdown 5)
2014-15,1.4,2022,Macro Tax Summary - Other taxes (Breakdown 5)
2014-15,1.4,2023,Macro Tax Summary - Other taxes (Breakdown 5)
2014-15,1.3,2025,Macro Tax Summary - Other taxes (Breakdown 5)
2015-16,1.4,2022,Macro Tax Summary - Other taxes (Breakdown 5)
2015-16,1.3,2023,Macro Tax Summary - Other taxes (Breakdown 5)
2015-16,1.3,2025,Macro Tax Summary - Other taxes (Breakdown 5)
2016-17,1.4,2022,Macro Tax Summary - Other taxes (Breakdown 5)
2016-17,1.4,2023,Macro Tax Summary - Other taxes (Breakdown 5)
2016-17,1.4,2025,Macro Tax Summary - Other taxes (Breakdown 5)
2017-18,1.6,2022,Macro Tax Summary - Other taxes (Breakdown 5)
2017-18,1.6,2023,Macro Tax Summary - Other taxes (Breakdown 5)
2017-18,1.6,2025,Macro Tax Summary - Other taxes (Breakdown 5)
2018-19,1.7,2022,Macro Tax Summary - Other taxes (Breakdown 5)
2018-19,1.7,2023,Macro Tax Summary - Other taxes (Breakdown 5)
2018-19,1.9,2025,Macro Tax Summary - Other taxes (Breakdown 5)
2019-20,1.7,2022,Macro Tax Summary - Other taxes (Breakdown 5)
2019-20,1.7,2023,Macro Tax Summary - Other taxes (Breakdown 5)
2019-20,2.0,2025,Macro Tax Summary - Other taxes (Breakdown 5)
2020-21,1.4,2022,Macro Tax Summary - Other taxes (Breakdown 5)
2020-21,1.3,2023,Macro Tax Summary - Other taxes (Breakdown 5)
2020-21,1.3,2025,Macro Tax Summary - Other taxes (Breakdown 5)
2021-22,1.5,2023,Macro Tax Summary - Other taxes (Breakdown 5)
2021-22,1.8,2025,Macro Tax Summary - Other taxes (Breakdown 5)
2022-23,1.9,2025,Macro Tax Summary - Other taxes (Breakdown 5)
2023-24,1.9,2025,Macro Tax Summary - Other taxes (Breakdown 5)
2005-06,0.075,2022,Macro Tax Summary - Total percentage tax gap (%) (Breakdown 1)
